is_spam,sms,Predicted_Labels
0,are freze are home yet wil rememb ki mom morn do love do think are mise yet,ham
0,you readi big day tomorow,ham
0,il probabl around mu lot,ham
0,,ham
1,rtking pro video club ned help inforingtonekingcouk cal you must club credit redem enjoy,ham
0,thnx dude u guy nite,ham
0,me sef dey laugh you meanwhil how darl anji,ham
0,m fod da,ham
0,k make sens btw carlo dificult guy gona smoke i go pick second batch get ga,ham
0,did u download fring ap,ham
0,the oz guy kinda flaki one friend interest pick ltgt worth tonight posibl,ham
0,friend u stay fb chat,ham
0,fuck babe i mi so much i wish slep my bed lone i go now slep to dream you love,ham
0,live simpl love also simpl laugh simpl wine to simpl but simpl dificult gud nte,ham
1,u secret admir loke make contact ufind reveal think ur specialc,spam
0,ah wel confus thing doesn û t it,ham
1,fre text msg just text ok wel credit acount,spam
0,hi dear cal urgnt i know what problem you want work problem least tel me wate repli,ham
0,dear you are ok,ham
1,you select stay top british hotel for noth holiday worth å to claim cal london bx sw,spam
0,ye princ i want make hapi,ham
0,sound like mani talent would like go diner date next wek,ham
0,i go film day da at pm sori da,ham
0,we watch movi alreadi xy want shop im shope w now,ham
0,helo litl parti anim i thought id buz friend grin remind love send naughti ador ki,ham
0,yesterday now go home,ham
1,eri nokia tone u rpli tone titl eg tone dracula titl ghost adamsfa munster exorcist twilight poboxwwq p,spam
0,you come life brought sun shini me warm heart pute constant smile face make fel love care,ham
0,no shit i surpris i went spent even french guy i met town fole around bit i let fuck,ham
1,anetwork alow compani bil sm respons suplier,ham
0,great comedyc stop laugh da,ham
1,fremsgfelin kinda lnli hope u like kep compani jst got cam mobi wana c pictxt repli date msgp rcv hlp stop,ham
0,alright were set here text man,ham
0,hi you were theyr ken go kind fel go tomo mind you,ham
0,slepe nt fele wel,ham
0,u wil switch your fone on damit,ham
0,india take lead,ham
0,il post lr in cla,ham
0,tht wat wright brother fli,ham
0,even v god somewhat event laden wil fil in wori û head ok throat wreck se six then,ham
0,if u laugh reali loud if u talk spontan if u dont care other fel u probabl dear amp best friend godeven dear,ham
0,it a laptop take it with you,ham
0,i dont file bagi work cale mei l tel find anyth rom,ham
0,i wan earli lei me outsid wun b home earli neva mind then,ham
1,for ur chanc win å cash everi wk txt action tsc custcar xpwk,spam
0,i bugi juz wat but im walk home oredi ìï late repli i oso saw top dat like din buy where r ì now,ham
0,wish famili meri x ma hapi new year advanc,ham
0,at go ok na,ham
0,ye i post coupl pic fb there stil snow outsid to im wake,ham
0,sif one god partnership go take lead,ham
1,rgent thi nd atempt contact u won å cal b tcsbcmwcnx calcost pm mobilesvari maxå,ham
0,yeah where cla at,ham
0,no send you bec templ na,ham
0,you come home cla right i ned work shower,ham
1,hi ur lokin sauci daytim fun wiv busti mari woman am fre next wek chat sort time janinex calså minmobsmorelkpoboxhpfl,ham
0,s mostli like that,ham
0,ìï v fan,ham
0,duno co v late n reach insid alreadi but ate spagedi lor it e gal r laugh lor,ham
0,gue spent last night phase fourth dimens,ham
0,so dad gona cal get work ask crazi question,ham
0,yesbut said it,ham
0,veri hurt n meaning line ever i compromis everyth love,ham
0,lmaonic,ham
0,glad se repli,ham
1,urgent we tri contact u today draw show å prize guarant cal land line claim a valid hr,spam
1,monthli pasword wap mobsicom use wap phone pc,ham
0,nah dub je stil buf,ham
0,pain word i thought hapi tough thing earth but,ham
0,yeah that fine it å get in ok,ham
0,lol u come idea,ham
0,so mani peopl sem special first sight but remain special til last sight maintain til life end shja,ham
0,today song dedic day which song u dedic me send ur valuabl frnd first rpli me,ham
0,okay we wait ah,ham
0,y lei,ham
0,hi babe u r most like to be in bed but im so sori about tonight i reali wana se u tomorow so cal me at love me x,ham
0,alreadi squat new way walk,ham
0,do want bold b torch,ham
0,cramp stope go back slep,ham
1,today vodafon number end my last four digit select receiv å award if number match pleas cal claim å award,spam
1,fre top rington sub wekli ringtoneget st wek fresend subpoli per wekstop sm,spam
0,nan sonathaya soladha whi bo,ham
0,bring tat cd forget,ham
1,sunshin quiz wkli q win top soni dvd player u know countri algarv in txt ansr å sptyron,spam
0,i know im rape dude poker,ham
0,weightlo no girl friend make load money ebay someth and give thank god,ham
0,wa gr se mesag so r u leav congrat dear what schol wat r ur plan,ham
0,ìï eatin late im eatin wif fren lei ìï go home first,ham
0,finish alreadi yar kep say mushi i embaras ok,ham
0,sori man stash ran dri last night i cant pick sunday,ham
0,hai priya right what doctor said pa where you,ham
1,fre msg sori servic order could deliv sufici credit pleas top receiv servic,spam
0,ok,ham
0,pleas ask mumi cal father,ham
0,can come rom canot come hous co hous stil mesi haha,ham
0,i lost kilo today,ham
0,just tast fish curi p,ham
0,what do might acid tokplac somewher ghodbandar rd trafic move slove so plz slip amp wori,ham
0,yun ahnow ì wkg wherebtw ì go nu sc ìï wana specialis wad,ham
0,ye i one woman man pleas tel like dislik bed,ham
0,wa test early i apreci you wil cal tomorow,ham
0,how loverboy what kep come quen hm doesnt ach speak mi despar,ham
0,u met fren dun wan met ah muz b guy rite,ham
0,no promis though even goten diner yet,ham
0,i got back do dislik bed,ham
0,turn stereo love mi phone unknown album,ham
1,hard live chat pmin chose girl conect live cal now cheap chat uk big live servic vu bcmwcnx,spam
0,yeah i se,ham
0,ask u knw nt may ur frnd clasmat,ham
0,sori early pute firesar around talk or actuali life lol,ham
1,wow the boy r back take that uk tour win vip ticket prebok vip club txt club trackmarqu ltd infovipclubu,spam
0,as misionari hok up dogi hok up stand,ham
0,then u beter go slep dun disturb u liao u wake msg lor,ham
0,fight world easi u either win lose bt fightng some close u dificult u lose u lose u win u stil lose,ham
0,am watch hous ûò entertain ûò gete whole hugh lauri thing ûò even stick ûò ind especiali stick,ham
0,thought prap meant anoth one godo il lok tomorow,ham
0,hi jon pete here ive bin spain recent hav sum dinero left bil said u ur åôrent mayb interest it i hav pe around å tb jame,ham
0,there bold ltgt is,ham
0,you know is i shal speak ltgt minut,ham
0,alrit hunywot u up nite didnt end up goin down town ju da pub instead ju chilin at da mo in me bedromlov jen x,ham
0,i went project centr,ham
0,as per request mangalyam alaipayuth set calertun caler pre copi friend calertun,ham
0,lol yeah point i gue,ham
0,do project w fren lor,ham
0,lol wel qualiti aint bad aint complain,ham
0,k hapen tonight,ham
1,hi mandi sulivan cale hotmix fmyou chosen receiv å easter prize drawpleas telephon claim prize transfer someon els,ham
0,i think were go fin now come,ham
0,whi tire special,ham
0,i come tomorow di,ham
0,i cant pick phone right now pl send mesag,ham
0,k go slep wel take rest,ham
0,u guy never invit anywher,ham
1,ur go bahama calfrefon speak live oper claim either bahama cruis ofå cash onli to opt txt x,spam
0,i that i want pleas insid outsid bedrom,ham
0,ey calm downon theacus itxt u co iwana know wotu r doin at thewend haventcn u in agesr me if ur up neth satlov j x,ham
0,i love wine dine ladi,ham
1,someon conact date servic enter phone fanci youto find cal landlin poboxntf,spam
0,iåõm col ta luv vtire caus doin load plane wk got social servic inspect nurseri take care spk sn x,ham
0,i know acount detailsi ask mom send youmi mom reach now,ham
0,i think u wrong number,ham
0,fel yourself that you are alway hapi slowli it becom your habit amp finali it becom part of your life folow it hapi morn amp have a hapi day,ham
0,do not b late love mum,ham
0,got itmail panren paru,ham
0,wa think chuckin ur red gren n black trainer save caryin bac train,ham
0,give one mi number pleas,ham
0,ju came back fr lunch wif si onli u leh,ham
0,how schedul next wek i town wekend,ham
0,reali godhanush rock again,ham
0,lmao ok i wont nede u hair anymor,ham
0,mi ya ned ya want ya love ya,ham
0,sori im fre,ham
0,do u ever get song stuck head reason go away til u listen like time,ham
0,nt yet chikusimpl habahw abt u,ham
0,got ur mail dilepthank muchand lok forward lot suportveri le contact hererememb one venugop mentionedtomorow latei shal tri come til theregodnight dear,ham
0,sometim heart remembr someon veri much forget someon son bcoz heart like everyon but like one rememb everytim bslvyl,ham
0,joy father john then john name joy father mandan,ham
1,hi ibh custom loyalti ofer the new nokia mobil onli å txtauctiontxt wordstart no get your nowt,spam
0,hi yiju it regard textbok intro algorithm second edit im sele,ham
1,sm auction you nokia i thi get win fre auction to take part send nokia now hgsuiteland rowjhl,spam
0,k want us come now,ham
0,how it litl dificult simpl way enter place,ham
0,ha both us e thing but got tv watch u thk go tonight u alreadi haf smth mind,ham
0,dont show yourself how far put new pictur facebok,ham
0,watch tv now i got new job,ham
0,god afternon sexi bun how goe job search i wake first thought alway love i wish fine hapi know i ador you,ham
0,im come over whatev want,ham
0,it ok chiku favourit song,ham
0,did u se i post facebok,ham
1,cal frephon now,ham
1,buy space invad chanc win orig arcad game consol pre game arcad std wap charg se ocoukgam term sete no purchas,ham
0,wonder my world th you th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship god morn dear,ham
1,loan purpos å å homeown tenant welcom have previous refus we stil help cal fre text back help,spam
1,big brother alert the comput select u k cash voucher cal nt po box cro bt landlin cost pm mobil vari,spam
0,oh wel c u late,ham
0,my uncl atlanta wish guy great semest,ham
0,no dear fre mesag without recharg hi hi hi,ham
0,dont search love let love find u that cale fale love bcoz u dont forc yourself u fal u know smeon hold u bslvyl,ham
0,i dun believ u i thk u told him,ham
0,do know god creat gap finger so that one made come amp fil gap hold hand love,ham
0,yesura sun tvlol,ham
0,arun u transfr amt,ham
0,takin shower yeah il leav im done,ham
0,am work eye philosophi text u late bit fre chat,ham
0,u havenåõt lost il alway b ui didnåõt intend hurt u i never knew u felt iwasmarinethatåõ itriedtel urmomi careabout u,ham
1,win we winer mr t foley ipod more excit prize son kep eye ur mobil visit,spam
0,you bad girl i stil rememb,ham
0,how much gave you morn,ham
0,i hope alright babe i wori might felt bit despar learn job fake i wait come back love,ham
0,hey tel blake adr carlo want met i got lost he answer phone,ham
0,can get opinion someth first,ham
0,that one wek leav put know time whi,ham
0,if hit of move,ham
0,excel i spent ltgt year air forc iraq afghanistan i stabl honest like travel,ham
0,i wana watch movi,ham
0,ok lor thanx ìï schol,ham
0,im cla did get text,ham
0,the bu leav ltgt,ham
0,god blesget god slep deari pray,ham
1,today voda number end select receiv å award if match pleas cal quot claim code standard rate ap,spam
0,do nice day today i love dearli,ham
0,aiyo bit pai seh ì noe scare dun rem die he but becom beter lokin oredi leh,ham
0,aight il ask romat,ham
0,now what hous and ber,ham
0,do ì wan met n combin part how da rest da project go,ham
0,gete ticket walsal tue th march my mate gete sat il pay treat want go txt bak teri,ham
0,ye chate to,ham
0,hi it je i dont know if you are at work but cal me when u can im at home al eve x,ham
0,sian aft mete supervisor got work liao u work now,ham
0,are go write cna exam wek,ham
0,wel watch shrek db,ham
0,am much dirti felow,ham
0,duno dat wat told me ok lor,ham
0,il probabl tomorow or even late tonight someth go on,ham
0,i say die man i fel sad i go i want know i would probabl gone late night,ham
0,if think lift one no,ham
0,same u dun wan y u dun like alreadi ah wat u now stil eat,ham
0,sent ur email id son,ham
0,wat make peopl dear de hapin dat u fel u met de pain u fel u mi dem,ham
0,dude what up how teresa hope okay when didnt hear peopl cale receiv packag sinc dec ltgt just thot yould like know do fantast year best read plu reali reali bam first aid usml work done,ham
0,hey gorgeou man my work mobil number is have god one babe squishi mwah,ham
0,may cal you late pl,ham
1,hot pic straight phone se gete wet want x text pic now txt cost p textoper gga x,spam
0,that way stay oh,ham
0,helo thanx take cal i got job start monday,ham
0,what time ur flight tmr,ham
0,when i come over,ham
0,i rather promin bite mark right chek,ham
0,wil septemb then,ham
0,are wet right now,ham
0,and how husband,ham
1,hack chat get backdor entri chat rom fraction cost repli neo cal subscrib p pm dp bcm box ldn wcnx,spam
